Relatório de palavras-chave da rede de pesquisa
1 de janeiro de 2026 - 9 de março de 2026
Status da palavra-chave,Palavra-chave,Tipo de corresp.,Grupo de anúncios,Status,Motivos do status,Conversões,Código da moeda,Custo / conv.,URL final,Cliques,Impr.,CTR,CPC méd.,Custo,Taxa de conv.
Pausado,"""detetive instagram""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""serviço detetive particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive em recife pernambuco""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Ativado,"""detetive investigação""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Não qualificado,grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive particular olinda""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""Investigador Particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""telefone detetive particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive profissional recife""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; raramente exibido; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""Detetive Particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""agencia de detetive particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive profissional""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Ativado,"""Detetive em Recife""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Não qualificado,grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""investigador profissional""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive particular preço""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""Agência Detetive Particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive particular em recife""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""como contratar um detetive particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive privado""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive particular em recife valores""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Ativado,"""investigador particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Não qualificado,grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Ativado,[detetive particular recife],Correspondência exata,Institucional | Parc Impre | Região Metrop,Não qualificado,grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Ativado,"""detetive particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Não qualificado,grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""Detetive Particular Preço""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetives em recife""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""contratar detetive particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""Detetive Particular Recife""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive particular valor""",Correspondência de frase,Institucional | Parc Impre | Região Metrop,Pausado,pausado; grupo de anúncios pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""Detetive Particular Preço""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive em caruaru""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Ativado,"""Detetive em Recife""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Qualificado,,"5,50",BRL,"58,77",,46,248,"18,55%","7,03","323,23","11,96%"
Ativado,"""investigador particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Qualificado,,"7,33",BRL,"71,37",,69,674,"10,24%","7,59","523,39","10,63%"
Pausado,"""Contratar Detetive Particular Valor""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado; raramente exibido,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetives em recife""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Ativado,"""detetive investigação""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Qualificado,,"20,00",BRL,"76,69",,186,1.310,"14,20%","8,25","1533,70","10,75%"
Pausado,"""detetive whatsapp""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive em recife pernambuco""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""Investigador Particular Recife""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Ativado,"""Detetive Particular em Recife""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Qualificado,,"4,00",BRL,"22,13",,21,135,"15,56%","4,22","88,52","19,05%"
Ativado,"""detetive recife""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Qualificado,,"6,00",BRL,"47,34",,34,155,"21,94%","8,35","284,05","17,65%"
Pausado,"""detetive privado""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""Detetive Recife""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""telefone detetive particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive particular preço""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""serviço detetive particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive particular em recife""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive instagram""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Ativado,[detetive particular recife],Correspondência exata,Institucional | Parc Impre | Região Metrop #2,Qualificado,,"16,83",BRL,"46,28",,120,606,"19,80%","6,49","779,05","14,03%"
Pausado,"""agencia de detetive particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""contratar detetive""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""Agência Detetive Particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive profissional recife""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado; raramente exibido,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive particular infidelidade""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""investigador profissional""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive investigativo""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive particular valor""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive particular olinda""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""como contratar um detetive particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""agencia detetive particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive profissional""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""contratar detetive particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""eu preciso de um investigador particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado; raramente exibido,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Ativado,"""detetive particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Qualificado,,"29,33",BRL,"44,15",,161,850,"18,94%","8,04","1294,95","18,22%"
Ativado,"""Detetive Particular Valores""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Qualificado,,"1,00",BRL,"193,97",,41,165,"24,85%","4,73","193,97","2,44%"
Pausado,"""Investigador Particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive particular recife preço""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado; raramente exibido,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive recife preço""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado; raramente exibido,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""agencia de detetive""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive particular valores""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,detetive particular em recife pe,Correspondência ampla,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""Detetive Particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetives particulares em recife""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""Detetive Particular Recife""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""detetive particular em recife valores""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
Pausado,"""Contratar Detetive Particular""",Correspondência de frase,Institucional | Parc Impre | Região Metrop #2,Pausado,pausado,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
 --,,Total: Palavras-chave, --, --,,"90,00",BRL,"55,79",,678,4.143,"16,36%","7,41","5020,88","13,27%"
,,Total: Palavras-chave na sua campanha,,,,"90,00",BRL,"55,79",,678,4.143,"16,36%","7,41","5020,88","13,27%"
,,Total: Suas palavras-chave,,,,"90,00",BRL,"55,79",,678,4.143,"16,36%","7,41","5020,88","13,27%"
,,Total: Correspondências expandidas da AI Max,,,,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
,,Total: Correspondências de páginas de destino da AI Max,,,,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
,,Total: Inclusões de URL na sua campanha,,,,"0,00",BRL,"0,00",,0,0, --,0,"0,00","0,00%"
,,Total: Campanha,,,,"90,00",BRL,"55,79",,678,4.143,"16,36%","7,41","5020,88","13,27%"
